stt,file_path,duration
76,\\MINGSEO2\Khay den\ASMR 2.0\176LC\176LC.mp4,5:13
77,\\MINGSEO2\Khay den\ASMR 2.0\178LC\178LC.mp4,4:36
79,\\MINGSEO2\Khay den\ASMR 2.0\180LC\180LC.mp4,5:42
80,\\MINGSEO2\Khay den\ASMR 2.0\181LC\181LC.mp4,4:40
82,\\MINGSEO2\Khay den\ASMR 2.0\183LC\183LC.mp4,4:44
81,\\MINGSEO2\Khay den\ASMR 2.0\182LC\182LC.mp4,6:30
84,\\MINGSEO2\Khay den\ASMR 2.0\185LB\185LB.mp4,4:39
85,\\MINGSEO2\Khay den\ASMR 2.0\186LA\186LA.mp4,3:16
83,\\MINGSEO2\Khay den\ASMR 2.0\184LC\184LC.mp4,5:05
86,\\MINGSEO2\Khay den\ASMR 2.0\187LA\187LA.mp4,4:59
87,\\MINGSEO2\Khay den\ASMR 2.0\188LA\188LA.mp4,3:46
88,\\MINGSEO2\Khay den\ASMR 2.0\189LB\189LB.mp4,4:28
89,\\MINGSEO2\Khay den\ASMR 2.0\190LE\190LE.mp4,3:11
90,\\MINGSEO2\Khay den\ASMR 2.0\191LC\191LC.mp4,2:58
92,\\MINGSEO2\Khay den\ASMR 2.0\193LC\193LC.mp4,4:35
93,\\MINGSEO2\Khay den\ASMR 2.0\194LA\194LA.mp4,4:26
91,\\MINGSEO2\Khay den\ASMR 2.0\192LC\192LC.mp4,5:23
94,\\MINGSEO2\Khay den\ASMR 2.0\195LA\195LA.mp4,3:53
95,\\MINGSEO2\Khay den\ASMR 2.0\196LA\196LA.mp4,3:53
96,\\MINGSEO2\Khay den\ASMR 2.0\197LB\197LB.mp4,4:04
98,\\MINGSEO2\Khay den\ASMR 2.0\199LA\199LA.mp4,6:37
101,\\MINGSEO2\Khay den\ASMR 2.0\202LF\202LF.mp4,4:21
100,\\MINGSEO2\Khay den\ASMR 2.0\201LF\201LF.mp4,3:21
97,\\MINGSEO2\Khay den\ASMR 2.0\198LA\198LA.mp4,4:08
99,\\MINGSEO2\Khay den\ASMR 2.0\200LA\200LA.mp4,5:41
102,\\MINGSEO2\Khay den\ASMR 2.0\203LF\203LF.mp4,4:22
103,\\MINGSEO2\Khay den\ASMR 2.0\204LF\204LF.mp4,3:17
105,\\MINGSEO2\Khay den\ASMR 2.0\206LF\206LF.mp4,9:32
104,\\MINGSEO2\Khay den\ASMR 2.0\205LF\205LF.mp4,4:16
108,\\MINGSEO2\Khay den\ASMR 2.0\209LC\209LC.mp4,6:28
106,\\MINGSEO2\Khay den\ASMR 2.0\207LC\207LC.mp4,6:14
107,\\MINGSEO2\Khay den\ASMR 2.0\208L\208LF.mp4,5:40
109,\\MINGSEO2\Khay den\ASMR 2.0\210LC\210LC.mp4,6:53
110,\\MINGSEO2\Khay den\ASMR 2.0\211LF\211LF.mp4,6:15
111,\\MINGSEO2\Khay den\ASMR 2.0\212LF\212LF.mp4,6:31
113,\\MINGSEO2\Khay den\ASMR 2.0\214LF\214LF.mp4,4:17
112,\\MINGSEO2\Khay den\ASMR 2.0\213LF\213LF.mp4,5:02
114,\\MINGSEO2\Khay den\ASMR 2.0\215LF\215LF.mp4,4:07
115,\\MINGSEO2\Khay den\ASMR 2.0\216LF\216LF.mp4,3:01
116,\\MINGSEO2\Khay den\ASMR 2.0\217LF\217LF.mp4,5:28
117,\\MINGSEO2\Khay den\ASMR 2.0\218LF\218LF.mp4,5:55
120,\\MINGSEO2\Khay den\ASMR 2.0\221DF\221DF.mp4,4:09
118,\\MINGSEO2\Khay den\ASMR 2.0\219DF\219DF.mp4,4:11
119,\\MINGSEO2\Khay den\ASMR 2.0\220DF\220DF.mp4,4:37
121,\\MINGSEO2\Khay den\ASMR 2.0\222DF\222DF.mp4,3:36
122,\\MINGSEO2\Khay den\ASMR 2.0\223DF\223DF.mp4,2:46
124,\\MINGSEO2\Khay den\ASMR 2.0\225DF\225DF.mp4,3:32
123,\\MINGSEO2\Khay den\ASMR 2.0\224DF\224DF.mp4,3:33
125,\\MINGSEO2\Khay den\ASMR 2.0\226DF\226DF.mp4,3:28
128,\\MINGSEO2\Khay den\ASMR 2.0\229DB\229DB.mp4,5:00
127,\\MINGSEO2\Khay den\ASMR 2.0\228DD\228DD.mp4,4:47
126,\\MINGSEO2\Khay den\ASMR 2.0\227DD\227DD.mp4,3:57
130,\\MINGSEO2\Khay den\ASMR 2.0\231DB\231DB.mp4,4:33
131,\\MINGSEO2\Khay den\ASMR 2.0\232BE\232BE.mp4,4:18
129,\\MINGSEO2\Khay den\ASMR 2.0\230DB\230DB.mp4,3:07
132,\\MINGSEO2\Khay den\ASMR 2.0\233BE\233BE.mp4,4:31
133,\\MINGSEO2\Khay den\ASMR 2.0\234BE\234BE.mp4,4:05
134,\\MINGSEO2\Khay den\ASMR 2.0\235BE\235BE.mp4,3:38
135,\\MINGSEO2\Khay den\ASMR 2.0\236BE\236BE.mp4,3:34
138,\\MINGSEO2\Khay den\ASMR 2.0\239BB\239BB.mp4,3:20
136,\\MINGSEO2\Khay den\ASMR 2.0\237BB\237BB.mp4,5:11
137,\\MINGSEO2\Khay den\ASMR 2.0\238BB\238BB.mp4,3:37
139,\\MINGSEO2\Khay den\ASMR 2.0\240BB\240BB.mp4,4:26
140,\\MINGSEO2\Khay den\ASMR 2.0\241BB\241BB.mp4,3:44
141,\\MINGSEO2\Khay den\ASMR 2.0\242BD\242BD.mp4,3:46
142,\\MINGSEO2\Khay den\ASMR 2.0\243BD\243BD.mp4,3:33
143,\\MINGSEO2\Khay den\ASMR 2.0\244BE\244BE.mp4,3:49
147,\\MINGSEO2\Khay den\ASMR 2.0\248BC\248BC.mp4,3:05
145,\\MINGSEO2\Khay den\ASMR 2.0\246BD\246BD.mp4,3:52
146,\\MINGSEO2\Khay den\ASMR 2.0\247BD\247BD.mp4,4:09
144,\\MINGSEO2\Khay den\ASMR 2.0\245BE\245BE.mp4,3:55
148,\\MINGSEO2\Khay den\ASMR 2.0\249BC\249BC.mp4,3:00
149,\\MINGSEO2\Khay den\ASMR 2.0\250B\250BC.mp4,3:28
150,\\MINGSEO2\Khay den\ASMR 2.0\251BE\251BE.mp4,3:00
151,\\MINGSEO2\Khay den\ASMR 2.0\252BE\252BE.mp4,3:21
152,\\MINGSEO2\Khay den\253BB\253BE.mp4,3:05
155,\\MINGSEO2\Khay den\257BB\257BB.mp4,2:54
153,\\MINGSEO2\Khay den\254BE\254BE.mp4,3:02
154,\\MINGSEO2\Khay den\255BB\255BE.mp4,2:38
156,\\MINGSEO2\Khay den\259BB\259BB.mp4,2:57
158,\\MINGSEO2\Khay den\264BC\264BC.mp4,4:11
160,\\MINGSEO2\Khay den\ASMR 2.0\53CC\53CC.mp4,3:52
159,\\MINGSEO2\Khay den\ASMR 2.0\52CC\52CC.mp4,5:20
161,\\MINGSEO2\Khay den\ASMR 2.0\54CC\54CC.mp4,3:28
157,\\MINGSEO2\Khay den\263BC\263BC.mp4,3:38
163,\\MINGSEO2\Khay den\ASMR 2.0\56CC\56CC.mp4,3:22
162,\\MINGSEO2\Khay den\ASMR 2.0\55CC\55CC.mp4,3:33
164,\\MINGSEO2\Khay den\ASMR 2.0\57CC\57CC.mp4,3:20
165,\\MINGSEO2\Khay den\ASMR 2.0\58CC\58CC.mp4,5:53
166,\\MINGSEO2\Khay den\ASMR 2.0\59CC\59CC.mp4,4:45
169,\\MINGSEO2\Khay den\ASMR 2.0\62CG\62CG.mp4,4:14
167,\\MINGSEO2\Khay den\ASMR 2.0\60CC\60CC.mp4,2:52
168,\\MINGSEO2\Khay den\ASMR 2.0\61CC\61CC.mp4,3:08
170,\\MINGSEO2\Khay den\ASMR 2.0\63CG\63CG.mp4,5:16
172,\\MINGSEO2\Khay den\ASMR 2.0\65CG\65CG.mp4,4:13
173,\\MINGSEO2\Khay den\ASMR 2.0\66CG\66CG.mp4,4:55
171,\\MINGSEO2\Khay den\ASMR 2.0\64CG\64CG.mp4,5:07
174,\\MINGSEO2\Khay den\ASMR 2.0\68CG\68CG.mp4,5:37
175,\\MINGSEO2\Khay den\ASMR 2.0\69CG\69CG.mp4,5:55
176,\\MINGSEO2\Khay den\ASMR 2.0\70CG\70CG.mp4,2:15
178,\\MINGSEO2\Khay den\ASMR 2.0\72CE\72CE.mp4,4:18
179,\\MINGSEO2\Khay den\ASMR 2.0\73CE\73CE.mp4,4:18
177,\\MINGSEO2\Khay den\ASMR 2.0\71CG\71CG.mp4,3:26
181,\\MINGSEO2\Khay den\ASMR 2.0\75CE\75CE.mp4,3:56
180,\\MINGSEO2\Khay den\ASMR 2.0\74CE\74CE.mp4,4:17
183,\\MINGSEO2\Khay den\ASMR 2.0\77CE\77CE.mp4,4:30
182,\\MINGSEO2\Khay den\ASMR 2.0\76CE\76CE.mp4,4:14
185,\\MINGSEO2\Khay den\ASMR 2.0\79CG\79CG.mp4,3:16
184,\\MINGSEO2\Khay den\ASMR 2.0\78CE\78CE.mp4,4:19
186,\\MINGSEO2\Khay den\ASMR 2.0\80CG\80CG.mp4,2:50
187,\\MINGSEO2\Khay den\ASMR 2.0\81CG\81CG.mp4,3:15
189,\\MINGSEO2\Khay den\ASMR 2.0\83CG\83CG.mp4,5:04
188,\\MINGSEO2\Khay den\ASMR 2.0\82Cg\82CG.mp4,4:08
190,\\MINGSEO2\Khay den\ASMR 2.0\84CA\84CA.mp4,3:32
191,\\MINGSEO2\Khay den\ASMR 2.0\85CA\85CA.mp4,4:06
193,\\MINGSEO2\Khay den\ASMR 2.0\87CB\87CB.mp4,4:46
197,\\MINGSEO2\Khay den\ASMR 2.0\91CC\91CC.mp4,2:18
195,\\MINGSEO2\Khay den\ASMR 2.0\89CB\89CB.mp4,4:48
196,\\MINGSEO2\Khay den\ASMR 2.0\90CC\90CC.mp4,4:18
194,\\MINGSEO2\Khay den\ASMR 2.0\88CB\88CB.mp4,4:18
192,\\MINGSEO2\Khay den\ASMR 2.0\86CB\86CB.mp4,4:28
198,\\MINGSEO2\Khay den\ASMR 2.0\92CG\92CG.mp4,2:59
199,\\MINGSEO2\Khay den\ASMR 2.0\93CG\93CG.mp4,4:35
200,\\MINGSEO2\Khay den\ASMR 2.0\94CB\94CB.mp4,5:00
203,\\MINGSEO2\Khay den\ASMR 2.0\97CC\97CC.mp4,3:37
201,\\MINGSEO2\Khay den\ASMR 2.0\95CB\95CB.mp4,5:23
202,\\MINGSEO2\Khay den\ASMR 2.0\96CB\96CB.mp4,4:24
205,\\MINGSEO2\Khay den\ASMR 2.0\99CC\99CC.mp4,2:48
207,\\MINGSEO2\Khay den\ASMR 2.0\224DF\UP.mp4,11:22
204,\\MINGSEO2\Khay den\ASMR 2.0\98CC\98CC.mp4,2:16
206,\\MINGSEO2\Khay den\ASMR 2.0\220DF\UP.mp4,10:32
208,\\MINGSEO2\Khay den\ASMR\V1\v1 sua lai them am vang va khu noise.mp4,4:50
209,\\MINGSEO2\Khay den\ASMR\V1\v1.mp4,4:50
211,\\MINGSEO2\Khay den\ASMR\V110\v100.mp4,3:37
213,\\MINGSEO2\Khay den\ASMR\V102\v102.mp4,3:40
214,\\MINGSEO2\Khay den\ASMR\V103\v103.mp4,3:22
212,\\MINGSEO2\Khay den\ASMR\V101\V101.mp4,3:29
215,\\MINGSEO2\Khay den\ASMR\V104\v104.mp4,3:58
210,\\MINGSEO2\Khay den\ASMR\V100\V100.mp4,3:32
216,\\MINGSEO2\Khay den\ASMR\V105\v105.mp4,3:53
217,\\MINGSEO2\Khay den\ASMR\V106\v106.mp4,3:21
220,\\MINGSEO2\Khay den\ASMR\V109\v109.mp4,6:33
218,\\MINGSEO2\Khay den\ASMR\V107\v107.mp4,2:38
222,\\MINGSEO2\Khay den\ASMR\V112\v112.mp4,3:17
221,\\MINGSEO2\Khay den\ASMR\V111\v111.mp4,3:46
219,\\MINGSEO2\Khay den\ASMR\V108\v108.mp4,6:16
223,\\MINGSEO2\Khay den\ASMR\V113\v113.mp4,3:01
228,\\MINGSEO2\Khay den\ASMR\V118\v118.mp4,4:51
224,\\MINGSEO2\Khay den\ASMR\V114\v114.mp4,3:21
225,\\MINGSEO2\Khay den\ASMR\V115\v115.mp4,3:06
229,\\MINGSEO2\Khay den\ASMR\V119\v119.mp4,4:45
230,\\MINGSEO2\Khay den\ASMR\V120\v120.mp4,3:30
226,\\MINGSEO2\Khay den\ASMR\V116\v116.mp4,4:27
231,\\MINGSEO2\Khay den\ASMR\V121\v121.mp4,3:57
227,\\MINGSEO2\Khay den\ASMR\V117\v117.mp4,3:41
234,\\MINGSEO2\Khay den\ASMR\V124\v124.mp4,2:31
232,\\MINGSEO2\Khay den\ASMR\V122\v122.mp4,3:06
233,\\MINGSEO2\Khay den\ASMR\V123\v123.mp4,2:59
235,\\MINGSEO2\Khay den\ASMR\V125\v125.mp4,2:37
237,\\MINGSEO2\Khay den\ASMR\V127\v127.mp4,5:38
239,\\MINGSEO2\Khay den\ASMR\V129\v129.mp4,3:16
238,\\MINGSEO2\Khay den\ASMR\V128\v128.mp4,3:18
236,\\MINGSEO2\Khay den\ASMR\V126\v126.mp4,5:36
240,\\MINGSEO2\Khay den\ASMR\V130\v130.mp4,2:48
242,\\MINGSEO2\Khay den\ASMR\V132\v132.mp4,2:43
241,\\MINGSEO2\Khay den\ASMR\V131\v131.mp4,3:12
245,\\MINGSEO2\Khay den\ASMR\V135\v135 sua lai 3.mp4,4:51
243,\\MINGSEO2\Khay den\ASMR\V133\v133.mp4,2:38
244,\\MINGSEO2\Khay den\ASMR\V134\v134.mp4,5:47
247,\\MINGSEO2\Khay den\ASMR\V137\v137.mp4,5:05
246,\\MINGSEO2\Khay den\ASMR\V136\v136.mp4,5:07
248,\\MINGSEO2\Khay den\ASMR\V138\v138 sua lai.mp4,5:06
249,\\MINGSEO2\Khay den\ASMR\V139\v139.mp4,5:10
252,\\MINGSEO2\Khay den\ASMR\V142\v142.mp4,3:35
250,\\MINGSEO2\Khay den\ASMR\V140\V140.mp4,5:05
254,\\MINGSEO2\Khay den\ASMR\V144\v144.mp4,3:25
253,\\MINGSEO2\Khay den\ASMR\V143\v143 sua lai.mp4,3:40
251,\\MINGSEO2\Khay den\ASMR\V141\v141.mp4,5:10
255,\\MINGSEO2\Khay den\ASMR\V145\v145.mp4,3:27
256,\\MINGSEO2\Khay den\ASMR\V146\v146.mp4,3:39
257,\\MINGSEO2\Khay den\ASMR\V147\v147.mp4,3:29
258,\\MINGSEO2\Khay den\ASMR\V148\v148.mp4,3:06
259,\\MINGSEO2\Khay den\ASMR\V149\v149.mp4,3:15
260,\\MINGSEO2\Khay den\ASMR\V150\v150.mp4,3:34
261,\\MINGSEO2\Khay den\ASMR\V151\v151.mp4,3:35
262,\\MINGSEO2\Khay den\ASMR\V152\v152.mp4,2:42
263,\\MINGSEO2\Khay den\ASMR\V153\v153.mp4,3:10
264,\\MINGSEO2\Khay den\ASMR\V154\v154.mp4,3:08
265,\\MINGSEO2\Khay den\ASMR\V155\v155.mp4,3:12
267,\\MINGSEO2\Khay den\ASMR\V157\v157.mp4,3:20
266,\\MINGSEO2\Khay den\ASMR\V156\v156.mp4,3:48
269,\\MINGSEO2\Khay den\ASMR\V159\v159.mp4,3:58
268,\\MINGSEO2\Khay den\ASMR\V158\v158.mp4,3:55
271,\\MINGSEO2\Khay den\ASMR\V161\v161.mp4,4:00
270,\\MINGSEO2\Khay den\ASMR\V160\v160.mp4,3:56
273,\\MINGSEO2\Khay den\ASMR\V163\V163-k2.mp4,2:38
275,\\MINGSEO2\Khay den\ASMR\V165\v165.mp4,3:19
272,\\MINGSEO2\Khay den\ASMR\V162\V162-k1.mp4,3:08
274,\\MINGSEO2\Khay den\ASMR\V164\v164.mp4,3:38
277,\\MINGSEO2\Khay den\ASMR\V167\v167.mp4,3:02
276,\\MINGSEO2\Khay den\ASMR\V166\v166.mp4,3:25
278,\\MINGSEO2\Khay den\ASMR\V168\v168.mp4,3:27
279,\\MINGSEO2\Khay den\ASMR\V169\v169.mp4,3:10
280,\\MINGSEO2\Khay den\ASMR\V170\v170.mp4,4:12
282,\\MINGSEO2\Khay den\ASMR\V172\v172.mp4,4:29
281,\\MINGSEO2\Khay den\ASMR\V171\v171.mp4,3:50
283,\\MINGSEO2\Khay den\ASMR\V173\v173.mp4,4:00
284,\\MINGSEO2\Khay den\ASMR\V174\v174.mp4,3:15
285,\\MINGSEO2\Khay den\ASMR\V175\v175.mp4,3:22
287,\\MINGSEO2\Khay den\ASMR\V177\V177_new.mp4,3:14
286,\\MINGSEO2\Khay den\ASMR\V176\V176_new2.mp4,2:32
289,\\MINGSEO2\Khay den\ASMR\V179\V179.mp4,3:24
288,\\MINGSEO2\Khay den\ASMR\V178\V178_new.mp4,3:49
290,\\MINGSEO2\Khay den\ASMR\V180\V180_new3.mp4,3:56
291,\\MINGSEO2\Khay den\ASMR\V181\v181 sua lai.mp4,3:51
293,\\MINGSEO2\Khay den\ASMR\V183\v183.mp4,3:06
292,\\MINGSEO2\Khay den\ASMR\V182\v182 sua lai 2.mp4,3:06
294,\\MINGSEO2\Khay den\ASMR\V184\v184.mp4,4:16
295,\\MINGSEO2\Khay den\ASMR\V185\v185.mp4,3:18
296,\\MINGSEO2\Khay den\ASMR\V186\v186.mp4,3:40
297,\\MINGSEO2\Khay den\ASMR\V187\v187.mp4,3:47
300,\\MINGSEO2\Khay den\ASMR\V190\V190-k1.mp4,3:37
299,\\MINGSEO2\Khay den\ASMR\V189\V189.mp4,3:21
298,\\MINGSEO2\Khay den\ASMR\V188\V188.mp4,3:37
301,\\MINGSEO2\Khay den\ASMR\V191\V191-k2_1.mp4,3:19
302,\\MINGSEO2\Khay den\ASMR\V192\V192-k1.mp4,3:41
303,\\MINGSEO2\Khay den\ASMR\V193\V193-k2_new.mp4,3:20
305,\\MINGSEO2\Khay den\ASMR\V195\v195.mp4,5:38
304,\\MINGSEO2\Khay den\ASMR\V194\v194.mp4,4:56
306,\\MINGSEO2\Khay den\ASMR\V196\v196 sua lai.mp4,3:17
308,\\MINGSEO2\Khay den\ASMR\V198\v198.mp4,6:09
309,\\MINGSEO2\Khay den\ASMR\V199\v199.mp4,4:55
307,\\MINGSEO2\Khay den\ASMR\V197\v197 sua lai.mp4,3:04
310,\\MINGSEO2\Khay den\ASMR\V2\v2 sua lai 2.mp4,5:34
313,\\MINGSEO2\Khay den\ASMR\V201\v201.mp4,5:15
311,\\MINGSEO2\Khay den\ASMR\V2\v2.mp4,4:37
312,\\MINGSEO2\Khay den\ASMR\V200\v200.mp4,5:18
314,\\MINGSEO2\Khay den\ASMR\V202\v202.mp4,3:27
316,\\MINGSEO2\Khay den\ASMR\V204\v204 sua lai.mp4,3:56
317,\\MINGSEO2\Khay den\ASMR\V205\v205 sua lai.mp4,2:40
315,\\MINGSEO2\Khay den\ASMR\V203\v203.mp4,2:42
318,\\MINGSEO2\Khay den\ASMR\V206\v206.mp4,3:43
320,\\MINGSEO2\Khay den\ASMR\V208\v208.mp4,3:07
321,\\MINGSEO2\Khay den\ASMR\V209\v209.mp4,2:49
319,\\MINGSEO2\Khay den\ASMR\V207\v207.mp4,2:51
322,\\MINGSEO2\Khay den\ASMR\V210\v210 sua lai 2.mp4,3:07
323,\\MINGSEO2\Khay den\ASMR\V211\v211.mp4,2:30
324,\\MINGSEO2\Khay den\ASMR\V212\v212.mp4,2:57
325,\\MINGSEO2\Khay den\ASMR\V213\v213.mp4,2:36
326,\\MINGSEO2\Khay den\ASMR\V214\v214.mp4,5:05
329,\\MINGSEO2\Khay den\ASMR\V217\v217.mp4,4:16
327,\\MINGSEO2\Khay den\ASMR\V215\v215 sua lai.mp4,4:38
328,\\MINGSEO2\Khay den\ASMR\V216\v216 sua lai.mp4,3:53
330,\\MINGSEO2\Khay den\ASMR\V218\v218.mp4,5:53
331,\\MINGSEO2\Khay den\ASMR\V219\v219.mp4,5:07
332,\\MINGSEO2\Khay den\ASMR\V220\v220.mp4,4:59
333,\\MINGSEO2\Khay den\ASMR\V221\v221 sua lai.mp4,5:06
334,\\MINGSEO2\Khay den\ASMR\V222\v222.mp4,5:03
337,\\MINGSEO2\Khay den\ASMR\V225\v225.mp4,4:44
336,\\MINGSEO2\Khay den\ASMR\V224\v224.mp4,5:06
335,\\MINGSEO2\Khay den\ASMR\V223\v223.mp4,4:39
338,\\MINGSEO2\Khay den\ASMR\V226\v226.mp4,3:11
341,\\MINGSEO2\Khay den\ASMR\V229\V229.mp4,3:56
340,\\MINGSEO2\Khay den\ASMR\V228\v228.mp4,4:25
339,\\MINGSEO2\Khay den\ASMR\V227\v227.mp4,2:38
342,\\MINGSEO2\Khay den\ASMR\V230\V230.mp4,3:43
345,\\MINGSEO2\Khay den\ASMR\V234\V234-k1.TA.mp4,2:49
344,\\MINGSEO2\Khay den\ASMR\V232\V232.mp4,3:54
347,\\MINGSEO2\Khay den\ASMR\V236\V236-k1.mp4,3:15
343,\\MINGSEO2\Khay den\ASMR\V231\V231-k2.TA.mp4,2:17
348,\\MINGSEO2\Khay den\ASMR\V237\V237-k2.mp4,2:54
346,\\MINGSEO2\Khay den\ASMR\V235\V235-k2.TA.mp4,2:28
349,\\MINGSEO2\Khay den\ASMR\V238\V238-k1.mp4,3:47
